Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Cyprus pound   (CYP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Estonian kroon   (EEK)                     ,Euro   (EUR)                     ,Indian rupee   (INR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Malaysian ringgit   (MYR)                     ,Maltese lira   (MTL)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,Slovenian tolar   (SIT)                     ,South African rand   (ZAR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
2-Jan-2004,,0.506604,,0.233018,0.396028,0.521743,,,,0.0261571,0.113833,,0.847503,0.0147631,,,0.000563551,,,,,0.0606979,,0.100972,1.75045,,,0.180312,0.184904,,0.17948,0.396028,,0.100831,0.093479,,,,0.183267,1.20193,0.673049,
5-Jan-2004,,0.511372,0.15492,0.232277,0.394266,0.52348,0.00114042,0.0809728,,0.0262057,0.113904,,0.848287,0.0146912,,0.00626952,0.000560612,,0.176372,1.9652,0.0257668,,0.444552,0.100914,1.74307,,,,0.184124,0.0227541,0.178723,0.394266,,0.105379,0.093605,0.544799,0.0170187,,0.182495,1.20611,0.670212,
6-Jan-2004,,0.512311,0.153433,0.233452,0.393218,0.521192,0.00115306,0.0807186,,0.0263214,0.114435,,0.852249,0.0146452,0.152852,0.00628815,,2.26711,0.17582,,0.0257341,0.0609117,0.447137,0.0994916,1.73762,,,0.182013,0.183548,0.0228455,0.178164,0.393218,,0.103184,,0.543184,0.017042,0.106716,0.181924,1.21657,0.668116,
7-Jan-2004,,0.514296,0.151602,0.235059,0.394696,0.520042,0.00118532,0.0809353,,0.0262456,0.114048,,0.849389,0.0146815,0.152427,0.0063057,0.000563952,2.27322,0.176294,,0.0259484,0.0614356,0.447907,0.0991179,1.74231,,,0.181363,0.184043,0.0229071,0.178645,0.394696,,,0.0934661,0.540867,0.0171514,0.10678,0.182415,1.21523,0.669918,
8-Jan-2004,,0.515618,0.150408,0.233838,0.395561,0.525074,0.00118251,0.0811222,,0.0262107,0.113898,,0.848329,0.0147445,0.152814,0.00632562,0.000565492,2.27847,0.176701,1.98451,0.026015,0.0616889,0.45015,,1.74633,,,0.181095,0.184468,,0.179057,0.395561,,0.101124,0.0930651,0.538551,0.0172095,,0.182836,1.21683,0.671465,
9-Jan-2004,,0.517585,0.148325,0.233618,0.394004,0.526063,,0.0806668,,0.0261589,0.114184,,0.850423,0.0146743,0.152334,0.00620808,0.000564252,,0.175705,1.98428,0.0258488,0.0616076,,0.0983428,1.73649,,,0.181213,0.183428,0.0230299,0.178048,0.394004,,0.0991357,0.0932187,0.543447,0.0171103,0.106842,0.181805,1.22619,0.667679,
12-Jan-2004,,0.517692,0.149683,0.233975,0.392987,0.521997,0.00118609,0.0803209,,0.0261708,0.114505,,0.852826,0.0146371,0.151646,,0.000562022,2.25591,0.174952,1.97464,0.0258494,0.0614546,0.452839,0.0990902,1.72904,,,0.182361,0.182642,0.023027,0.177284,0.392987,,0.0986374,0.0939669,0.546185,0.017086,,0.181025,1.23144,0.664816,
13-Jan-2004,,0.519466,0.145286,0.237088,0.393934,0.52441,0.00119369,0.0806498,,0.0261404,0.114255,,0.851024,0.0146934,0.151882,0.00626605,0.000566417,2.26509,0.175664,1.97914,0.0259657,0.0615971,0.453715,0.0993144,1.73608,,,0.181057,0.183385,0.0231104,0.178006,0.393934,,0.0959083,0.0931968,0.543806,0.0171604,0.10688,0.181762,1.23158,0.667522,
14-Jan-2004,,0.519284,0.142927,0.238689,0.394864,0.519592,0.00118631,0.0807876,,0.0260494,0.113945,,0.848667,0.014725,0.151796,0.00629508,0.000566712,2.26896,0.175964,,0.0259361,0.0617811,0.455761,0.0990627,1.73905,,,0.178964,0.183699,0.0231619,0.17831,0.394864,,0.0928699,0.0923887,0.543187,0.0171624,0.106502,0.182073,1.22767,0.668663,
15-Jan-2004,,0.518527,0.143101,0.238183,0.395342,0.516299,0.00117135,0.0809628,,0.025958,0.113677,,0.846678,0.0147503,0.151779,0.00630687,0.000567789,2.27385,0.176343,,0.026053,0.0617529,0.455571,0.099125,1.7428,,,0.179015,0.184095,0.0232035,0.178695,0.395342,,0.0935901,0.092301,0.54128,0.0171751,0.106769,0.182466,1.222,0.670105,
16-Jan-2004,,0.518829,0.141419,0.239385,0.396083,0.51865,0.0011818,0.0813252,,0.0256998,0.112895,,0.840909,0.0148098,0.152943,0.00634405,0.000566872,,0.177133,1.96109,0.0261476,0.0622253,0.452595,0.0977681,1.7506,,,0.177962,0.184919,0.0233073,0.179494,0.396083,,0.0918286,0.0917035,0.53698,0.0172604,0.107196,0.183282,1.21933,0.673104,
19-Jan-2004,,0.513985,,0.240659,0.39698,0.52076,,,,0.0255735,0.112642,,0.83899,0.0149324,0.153377,0.00636397,0.000571208,2.30092,0.178442,1.95579,0.0264084,,,0.0974829,1.76354,,,0.177671,0.186286,0.0235477,0.180822,0.39698,,0.0932711,0.0914164,0.53367,0.0173662,0.108045,0.184637,1.21098,0.678081,
20-Jan-2004,,0.510737,0.142501,0.237317,0.393717,0.524211,0.00117732,0.0814595,,0.0256834,0.113503,,0.845227,0.0148446,0.152302,0.006272,0.000568643,2.28789,0.177432,1.96312,0.0262597,0.0621591,,0.0982313,1.75355,,,0.177661,0.185231,0.0234231,0.179797,0.393717,,0.0927428,0.0916087,0.536388,0.0172581,0.107811,0.183592,1.21889,0.67424,
21-Jan-2004,,0.51618,0.144132,0.236321,0.393855,0.515442,0.00118234,0.0810112,,0.0257879,0.113512,,0.845347,0.0147728,0.151637,0.00625619,,2.27532,0.176457,1.96783,0.0261625,0.0612246,,0.0978416,1.74392,,,0.179605,0.184214,0.0232805,0.17881,0.393855,,0.0942429,0.0922336,0.539451,0.0171765,0.10685,0.182584,1.22735,0.670538,
22-Jan-2004,,0.516496,0.144254,0.235136,,0.515152,0.00118265,0.0807044,,0.0258423,0.113979,,0.849025,0.0147136,,0.00624998,,2.26671,0.175789,1.9738,,0.0607205,,0.0993823,1.73732,,,0.180379,0.183516,,0.178133,,,0.0942834,0.0927453,0.541152,0.0171163,0.106832,0.181892,1.23165,0.667998,
23-Jan-2004,,0.518271,0.14302,0.2347,,0.508238,0.00117852,0.0805545,,0.0256643,0.113597,,0.846249,0.0146993,0.150238,0.00627832,,,0.175463,1.96787,0.026028,0.0608245,,0.0984813,1.73409,,,0.181357,0.183175,0.0233529,0.177802,,,0.0934489,0.0932529,0.541992,0.0170601,0.106422,0.181554,1.2319,0.666758,
26-Jan-2004,,,0.142637,0.236069,0.395563,0.510866,0.00117077,0.0810759,,0.0256145,0.113286,,0.843874,,0.150566,0.00631777,0.000564591,2.27714,0.176598,1.96631,0.0262167,0.061466,0.450626,0.0979654,1.74531,,,0.179431,0.184361,0.0235495,0.178953,0.395563,,0.0928178,0.0920539,0.538712,0.0170861,0.10708,0.182729,1.22665,0.671073,
27-Jan-2004,,0.518224,0.14449,0.23694,0.39685,0.516097,0.00116392,0.0813636,,0.0256105,0.113172,,0.842964,0.0148469,0.15083,0.00634437,0.000569952,2.28522,0.177225,1.96703,0.0264338,0.0619047,0.450575,0.098007,1.75151,,,0.177646,0.185015,0.0236185,0.179588,0.39685,,0.0944537,0.0914089,0.536276,0.0171585,0.107443,0.183378,1.21666,0.673455,
28-Jan-2004,,0.520383,0.145332,0.234345,0.394914,0.506722,0.00115971,0.0809141,,0.0254362,0.112961,,0.841387,0.0147714,0.149394,0.00630635,0.000568921,2.2726,0.176246,1.96018,0.0263825,0.0613619,0.453879,0.0969112,1.74183,,,0.178325,0.183993,0.0235118,0.178596,0.394914,,0.0965035,0.0926326,0.538285,0.0171217,0.106862,0.182365,1.22829,0.669734,
29-Jan-2004,,0.51857,0.145695,0.233636,0.395606,0.504036,0.00114923,0.0812291,,0.025233,0.112532,,0.838265,0.0148254,0.150007,0.00633679,0.000573174,2.28141,0.17693,1.95373,0.026456,0.0606563,0.454497,0.0956486,1.74859,,,0.177397,0.184707,0.0235976,0.179289,0.395606,,0.0952988,0.0920374,0.537823,0.0171413,0.10736,0.183072,1.22687,0.672333,
30-Jan-2004,,0.516029,0.145749,0.230969,0.396637,0.508954,0.0011312,0.0815626,,0.0251042,0.112225,,0.836015,0.0148991,0.150586,0.00637045,0.000575219,,0.177652,1.96103,0.0264643,0.0612515,0.451897,0.0958848,1.75573,,,0.175445,0.185461,0.0236921,0.180021,0.396637,,0.0964396,0.0910728,0.534926,0.0171937,0.107706,0.183819,1.22243,0.675077,
2-Feb-2004,,0.512645,0.145782,0.228973,,0.502992,0.00113828,0.0813343,,0.0252458,0.112593,,0.83888,,0.149834,0.00637443,0.000572988,,0.177159,1.95653,,0.0614546,0.453066,0.0964503,1.75086,,,0.175684,0.184946,0.0236003,0.179521,,,0.0957616,0.0907895,0.534416,0.017167,0.107407,0.183309,1.22671,0.673204,
3-Feb-2004,,0.509568,0.146591,0.227333,0.395288,0.501071,0.00116086,0.0809612,,0.0252718,0.113188,,0.843361,0.0147932,0.150389,0.00635016,0.00057242,,0.176351,1.96134,0.0262869,0.0604703,0.451468,0.0971276,1.74287,,,0.17475,0.184102,0.0234144,0.178702,0.395288,,0.09677,0.0914856,0.538043,0.0171109,0.107161,0.182473,1.2317,0.670132,
4-Feb-2004,,0.511966,0.146549,0.228717,0.395863,0.503153,0.00115378,0.0810119,,0.0253,0.112705,,0.839799,0.0147992,0.149878,0.00636258,0.000574989,,0.176461,1.95949,0.0263748,0.0606242,0.456378,0.0962966,1.74396,,,0.176026,0.184218,0.023505,0.178814,0.395863,,0.0966213,0.0912316,0.536013,0.0171602,0.10674,0.182587,1.23234,0.670552,
5-Feb-2004,,0.510028,0.147278,0.230328,0.39573,0.503197,0.00114117,0.0809694,,0.025309,0.113184,,0.843323,0.0148047,0.149567,0.00635088,0.000573661,2.2742,0.176371,1.96492,,,0.456948,0.0965231,1.74306,,,0.174779,0.184123,0.0235238,0.178722,0.39573,,0.097414,0.091496,0.537069,0.0171659,0.10705,0.182494,1.22809,0.670208,
6-Feb-2004,,0.513148,0.134068,0.229204,0.396337,0.505747,0.00112908,0.0812086,,0.0253618,0.113037,,0.842184,0.0148451,0.150445,0.00633244,0.000575898,,0.176892,1.98201,,0.0603915,,0.0964097,1.74821,,,0.173746,0.184667,0.0235241,0.17925,0.396337,,0.0950761,0.0915476,0.536035,0.0171906,0.107469,0.183033,1.23232,0.672188,
9-Feb-2004,,0.51717,0.134356,0.22592,0.394929,0.500815,0.00111307,0.0804953,,0.0254871,0.113693,,0.847047,0.014718,0.14909,0.00630354,0.000569863,2.26089,0.175338,1.97353,0.0262639,0.0600045,0.45887,0.09739,1.73286,,,0.175181,0.183045,0.0233834,0.177676,0.394929,,0.0953878,0.0930564,0.540508,0.0170698,,0.181425,1.23949,0.666284,
10-Feb-2004,,0.517897,0.135374,0.226618,0.395019,0.500217,0.00113251,0.0803095,,0.0256053,0.113872,,0.848472,0.0146903,0.148578,0.00630382,0.000569418,2.25564,0.174931,,0.0261677,0.0598491,0.462724,0.0962092,1.72884,,,0.175852,0.18262,0.0233202,0.177263,0.395019,,0.0961994,0.0930029,0.540965,0.0170481,0.106229,0.181004,1.24406,0.664738,
11-Feb-2004,,0.519886,0.13574,0.228456,0.398365,0.506004,0.0011434,0.0805672,,0.0256634,0.113483,,0.845582,0.014734,0.148787,,0.000573448,2.26285,0.17549,1.97185,0.0263637,0.0606979,0.464737,0.0959198,1.73436,,,0.174198,0.183204,0.0233731,0.17783,0.398365,,0.0965069,0.0928455,0.536452,0.0171245,0.106378,0.181583,1.24717,0.666863,
12-Feb-2004,,0.521788,0.137259,0.22668,0.39651,0.502559,0.00113817,0.0800905,,0.0257707,0.113895,,0.848677,0.0146503,0.148339,0.00629319,0.000570995,2.24949,0.174454,1.98075,0.0262761,0.0604715,0.464578,0.0957873,1.72412,,,0.175252,0.182122,0.0232458,0.17678,0.39651,,0.0990919,0.0929443,0.538876,0.0170549,0.105865,0.180511,1.25452,0.662925,
13-Feb-2004,,0.52425,0.139117,0.228331,0.396019,0.504134,0.00114892,0.0800938,,0.0260578,0.114028,,0.849619,0.0146473,0.149411,0.00629031,0.000571152,,0.174457,1.98708,0.0262953,0.060472,0.463061,,1.72415,,,0.174673,0.182125,,0.176783,0.396019,,0.100904,0.0929132,0.538272,0.0170337,0.105656,0.180514,1.25421,0.662936,
16-Feb-2004,,0.525261,,0.228606,0.397061,0.505605,,,,0.0260419,0.113668,,0.846918,0.0146899,0.149711,0.00630364,0.000572639,2.25558,0.174926,1.979,0.0264165,0.0607415,0.466034,0.096109,1.72879,,,0.174724,0.182615,0.0233276,0.177258,0.397061,,0.100108,0.0926438,,0.0170769,0.105822,0.180999,1.25266,0.664719,
17-Feb-2004,,0.524713,0.138521,0.227653,0.394439,0.504895,0.00114093,0.079922,,0.0260121,0.114151,,0.850575,0.0146062,0.148789,0.00626019,0.000571009,2.2447,0.174083,1.98368,,0.0605023,0.467161,0.0968329,1.72045,,,0.174574,0.181735,,0.176404,0.394439,,0.0996256,0.0922935,0.540585,0.016951,0.105629,0.180126,1.26151,0.661514,
18-Feb-2004,,0.527423,0.139365,0.227219,0.394981,0.501968,0.00115552,0.0799316,,0.0259306,0.113864,,0.848428,,0.149008,0.00626747,0.000571226,2.24497,0.174104,1.98439,,0.0606644,0.469401,0.0964282,,,,0.174664,0.181757,0.023226,0.176425,0.394981,,0.101161,0.0928227,0.539856,0.0169553,0.10543,0.180148,1.26312,0.661594,
19-Feb-2004,,0.528558,0.138638,0.227578,0.397004,0.502094,0.00116659,0.080527,,0.0258435,0.113814,,0.848093,0.0147202,0.149816,0.00625263,0.000577282,,0.175403,1.97386,0.0264273,0.060766,0.466838,0.0964183,1.7335,,,0.173251,0.183113,0.0233904,0.177741,0.397004,,0.0999295,0.0923172,0.536615,0.0170429,0.106534,0.181492,1.26027,0.66653,
20-Feb-2004,,0.527466,0.138372,0.226755,0.39764,0.49773,0.0011509,0.0808183,,0.0259534,0.113689,,0.84709,0.0147769,0.150224,0.00622278,0.000575836,,0.176039,1.97788,0.0265382,0.0611342,0.47007,0.0960099,1.73979,,,0.172387,0.183777,0.0234773,0.178386,0.39764,,0.0998431,0.0921417,0.536705,0.0170855,0.107052,0.182151,1.25495,0.668949,
23-Feb-2004,,0.519203,0.138886,,0.395688,0.502927,0.00114776,0.0811578,,0.0259116,0.113377,,0.844804,0.0148324,0.150585,0.00617426,0.000575678,2.27947,0.176779,1.9737,0.026708,0.0613832,0.458476,0.0961868,1.7471,,,0.17218,0.184549,,0.179136,0.395688,,0.100563,0.0917077,0.534329,0.0171027,,0.182916,1.24853,0.671759,
24-Feb-2004,,0.517706,0.139027,,0.395031,0.504646,0.00114237,0.0809668,,0.0258693,0.113283,,0.844079,0.0147973,0.150262,0.00616815,0.000566932,2.27408,0.176361,1.97405,0.0266086,0.0606171,0.457123,0.0961644,1.74296,,,0.173001,0.184113,0.0235204,0.178712,0.395031,,0.100626,0.091522,0.53605,0.0170679,,0.182483,1.2565,0.67017,
25-Feb-2004,,0.521865,0.139779,,0.396115,0.500224,0.00113404,0.0808022,,0.0259859,0.11335,,0.844628,0.0147736,0.150056,0.00618115,0.000568321,,0.176,1.97477,0.0264915,0.0602892,0.46194,0.0956973,1.7394,,,0.173444,0.183736,0.0234689,0.178347,0.396115,,0.101719,0.0919313,0.537059,0.0170712,,0.18211,1.2657,0.6688,
26-Feb-2004,,0.522233,0.139863,0.229803,0.398622,0.502907,0.00114878,0.0816123,,0.0259241,0.112806,,0.840598,0.0149316,0.150749,0.00620298,0.000576812,,0.177764,1.9695,0.0266785,0.061013,0.464747,0.0957403,1.75684,,,0.173871,0.185578,0.0236928,0.180135,0.398622,,0.101275,0.0913153,0.532943,0.0171871,0.107774,0.183936,1.25414,0.675505,
27-Feb-2004,,0.520785,0.139824,0.230115,0.39669,0.504173,0.00113683,0.0816298,,0.0258668,0.11259,,0.839012,0.014928,0.150645,0.00619855,0.000575259,,0.177801,1.96585,0.0266571,0.0610855,0.464234,0.0960292,1.7572,,,0.171862,0.185616,0.0236938,0.180171,0.39669,,0.1016,0.091149,0.530539,0.0171862,0.107882,0.183973,1.24926,0.675642,
1-Mar-2004,,0.521642,0.140025,0.231212,0.396539,0.502965,0.00113603,0.0813746,,0.0258957,0.112833,,0.840824,0.0148877,0.150205,0.00616495,,2.28545,0.177242,1.97274,0.0265446,0.0613441,0.462372,0.0964584,1.75168,,,0.171157,0.185033,0.0236189,0.179606,0.396539,,,0.0912012,0.532722,0.0171571,0.107536,0.183396,1.25794,0.673521,
2-Mar-2004,,0.522332,0.140251,0.233635,0.397034,0.503365,0.0011497,0.0816825,,0.025667,0.11251,,0.838462,,0.150707,0.00620077,0.000574645,2.2941,0.177913,1.96466,0.0266534,0.0616723,0.46615,0.0965414,1.75831,,,0.172265,0.185734,0.0236951,0.180285,0.397034,,0.101818,0.0907781,0.528882,0.0172124,0.107648,0.18409,1.25594,0.67607,
3-Mar-2004,,0.512923,0.137892,0.234818,0.399582,0.506682,0.00115675,0.0824963,,0.0251716,0.111264,,0.82913,0.0150929,0.151398,0.00619605,0.000581903,2.31695,0.179686,1.95118,0.0268747,0.0619038,0.464785,0.0953186,1.77583,,,,0.187584,0.0238831,0.182081,0.399582,,0.0986,0.0901988,0.524025,0.0173094,0.10876,0.185924,1.25097,0.682805,
4-Mar-2004,,0.512118,0.138557,0.236554,0.398766,0.511386,0.00113778,0.082321,,0.0250771,0.111063,,0.827661,0.0150413,0.151281,0.00618585,0.00057807,2.31208,0.179308,1.94586,0.0267512,0.0619682,0.456314,0.0958328,1.7721,,,0.172203,0.18719,,0.181699,0.398766,,0.0997615,0.0902478,,0.0172486,0.108531,0.185533,1.24868,0.681371,
5-Mar-2004,,0.512659,0.138354,0.236483,0.397789,0.517766,0.00113527,0.0824837,,0.0251242,0.111701,,0.83238,0.0150679,0.151582,0.00613962,0.00058258,,0.179665,1.97711,0.0267575,0.0624104,0.456334,0.0960625,1.77562,,,0.172597,0.187562,0.0238429,0.18206,0.397789,,0.101445,0.0903674,0.527976,,0.109015,0.185902,1.24208,0.682726,
8-Mar-2004,,0.514016,0.14109,0.23573,0.3961,0.512872,0.00114372,0.0819706,,0.0253495,0.112499,,0.838329,0.014994,,0.00605136,0.000577773,2.30227,0.178547,1.96508,0.0265713,0.0620585,0.458448,0.0969048,1.76457,,,0.174492,0.186395,,0.180928,0.3961,,0.102956,0.0913469,0.530808,0.017178,0.108427,0.184746,1.25715,0.678479,
9-Mar-2004,,0.518252,0.140604,0.236025,0.398865,0.514351,0.00114316,0.0819646,,0.0253742,0.112529,,0.838606,0.0150062,0.150796,0.00610537,0.000578174,2.3021,0.178534,1.96717,0.0266049,0.0618468,0.460314,0.0970154,1.76444,,,0.175486,0.186382,0.0237865,0.180914,0.398865,,0.102482,0.0921153,0.530645,0.0172475,0.108346,0.184732,1.24858,0.678429,
10-Mar-2004,,0.515031,0.141506,0.236803,0.398436,0.513043,0.00114622,0.082252,,0.025231,0.112359,,0.837326,0.0150521,0.151459,0.00611962,0.000581589,2.31017,0.17916,1.97407,0.0266918,0.0622493,0.461043,0.0967332,1.77063,,,0.175974,0.187035,0.0238267,0.181549,0.398436,,0.102841,0.0912,0.531259,0.0172728,0.108316,0.18538,1.23873,0.680808,
11-Mar-2004,,0.506683,0.139858,0.236264,0.398389,0.515915,0.00113525,0.0824435,,0.0252461,0.112235,,0.836351,0.0150807,0.151476,0.00615885,0.000582204,2.31558,0.179579,1.95528,0.0267233,0.0622441,0.448542,0.0974316,1.77478,,,0.17438,0.187473,0.0238831,0.181974,0.398389,,0.101851,0.0904741,0.532793,0.0173163,0.10881,0.185814,1.22996,0.682401,
12-Mar-2004,,0.497706,0.139561,0.234613,0.3997,0.510869,0.0011373,0.0825515,,0.0252676,0.112189,,0.836002,0.0150936,0.151438,0.0061502,0.000584706,,0.179812,1.95427,,0.0623221,0.441813,0.0976641,1.77708,,,0.175734,0.187716,0.023968,0.18221,0.3997,,0.101078,0.0909836,0.532487,0.0173331,0.108797,0.186055,1.22712,0.683287,
15-Mar-2004,,0.499992,0.13992,0.234511,0.397766,0.511388,0.00113298,0.0823183,,0.0252239,0.112271,,0.83659,0.015058,0.151383,0.0061468,0.000579793,2.31209,0.179309,1.97571,0.02651,0.0621572,0.437169,0.0985441,1.7721,,,0.176778,0.18719,0.0239025,0.181699,0.397766,,0.101622,0.0903079,0.534872,0.0172674,0.108686,0.185534,1.23008,0.681373,
16-Mar-2004,,0.499785,0.139922,0.233895,0.397429,0.508783,0.00112216,0.0819604,,0.025231,0.112467,,0.837838,0.0149958,0.151296,0.00615897,0.00057639,2.30204,0.178529,1.95803,0.026294,0.0614558,0.438254,0.0988131,1.7644,,,0.177177,0.186377,0.0237938,0.18091,0.397429,,0.101483,0.0905151,0.534476,0.0171732,0.108015,0.184727,1.23233,0.678411,
17-Mar-2004,,0.504944,0.139352,0.234402,0.399389,0.506749,0.00112199,0.0821032,,0.0250859,0.111782,,0.832579,0.0150188,0.151393,0.00627807,0.00058026,2.30608,0.178842,1.94556,0.0262356,0.0617886,0.442488,0.0983902,1.76749,,,0.176113,0.186704,0.0238172,0.181227,0.399389,,,0.0898052,0.531187,0.0172387,0.108231,0.185051,1.23286,0.679601,
18-Mar-2004,,0.504781,0.140085,0.233142,0.400424,0.509749,0.00111457,0.0818564,,0.0250641,0.111549,,0.830754,0.0149836,0.151139,0.0063205,0.000580996,2.29914,0.178305,1.94622,0.0260813,0.0615246,0.441565,0.0977125,1.76218,,,0.175424,0.186142,0.0237735,0.180682,0.400424,,0.101355,0.0900409,0.531627,0.0171764,0.108143,0.184495,1.23566,0.677558,
19-Mar-2004,,0.505922,0.1402,0.232027,0.399117,,0.00112012,0.0816489,,0.0251226,0.112023,,0.834237,0.0149452,0.150753,0.00630433,0.000582808,,0.177848,,0.0258715,,0.445436,0.0979725,1.75767,,,0.176184,0.185666,0.0237094,0.18022,0.399117,,0.101704,0.0903508,0.535391,0.0171429,0.107605,0.184023,1.23906,0.675824,
22-Mar-2004,,0.503158,0.140502,0.233048,0.398521,0.508927,0.00111317,0.0816271,,0.0251668,0.112078,,0.834633,0.0149646,0.150245,0.00629392,0.000583162,2.29268,0.177803,1.95466,0.0257892,0.0615701,0.442822,0.0990198,1.75722,,,0.1758,0.185619,0.023697,0.180174,0.398521,,,0.0899969,0.535382,0.017109,0.107643,0.183976,1.24631,0.675652,
23-Mar-2004,,0.509647,0.141647,0.232408,0.400499,0.507911,0.00111297,0.0817023,,0.0250642,0.111476,,0.830205,0.0150519,0.150252,0.0063358,0.000583254,2.29482,0.177969,1.94999,0.0258156,0.0616512,0.447429,0.0984587,1.75886,,,0.1774,0.185792,0.0237413,0.180342,0.400499,,0.103566,0.0905332,0.535627,0.0171302,0.107704,0.184148,1.24666,0.676283,
24-Mar-2004,,0.508729,0.141227,0.232311,0.400865,0.505611,0.00110835,0.0817742,,0.0252212,0.110845,,0.8255,0.015122,0.150113,0.0063424,0.000584862,2.29678,0.178121,1.93812,0.0258607,0.0615804,0.447744,0.0979354,1.76037,,,0.176869,0.185951,0.0237618,0.180496,0.400865,,0.103101,0.090188,0.533465,0.0171418,0.108083,0.184305,1.24461,0.676861,
25-Mar-2004,,0.506459,0.141391,0.232741,0.402571,0.511999,0.00110785,0.0822641,,0.0253342,0.110933,,0.826078,0.0152158,0.150543,0.00642063,0.000589786,2.31051,0.179186,1.93664,0.0259178,0.0618277,0.442999,0.0976688,1.77089,,,0.175397,0.187063,0.0238933,0.181575,0.402571,,0.103012,0.0889494,0.532167,0.0172129,0.108691,0.185407,1.22672,0.680908,
26-Mar-2004,,0.502442,0.141543,0.231409,0.401479,0.514167,0.00110446,0.0819983,,0.0252249,0.110939,,0.826182,0.0151733,0.150122,0.0063968,0.000587568,,0.178605,1.94122,0.0257928,0.0613775,0.439051,0.0978194,1.76515,,,0.172807,0.186456,0.0238231,0.180987,0.401479,,0.10346,0.0886031,0.531314,0.0171558,0.108189,0.184806,1.23476,0.6787,
29-Mar-2004,,0.506622,0.144064,0.231287,0.402503,0.519463,0.00110189,0.0821579,,0.0251109,0.110685,,0.824059,0.0154132,0.149951,0.00643967,0.000587701,2.30753,0.178955,1.93672,0.0257426,0.0609673,0.440591,0.0974924,1.76861,,,0.174014,0.186821,0.0238702,0.181341,0.402503,,0.106089,0.0887477,0.528794,0.017182,0.10803,0.185168,1.23527,0.680029,
30-Mar-2004,,0.508626,0.146188,0.230915,0.402456,,0.00109641,0.0819003,,0.0250498,0.110972,,0.826153,,0.15011,0.00641948,0.000586873,2.3003,0.178394,1.94068,0.0256301,,0.441514,0.0982516,1.76306,,,0.174558,0.186235,,0.180773,0.402456,,,0.0891383,0.530851,,0.107928,0.184587,1.2377,0.677897,
31-Mar-2004,,0.512593,0.144106,0.231252,0.402288,0.515408,0.00108381,0.0816047,,0.0251477,0.110905,,0.82566,0.0155668,0.14917,0.00647595,0.000585508,2.29196,0.177748,,0.0254815,0.0604433,0.443428,0.0978731,1.75668,,,0.174025,0.185561,0.0236872,0.180118,0.402288,,0.106035,0.0892851,0.529385,0.0171362,,0.183919,1.23903,0.675442,
1-Apr-2004,,0.512307,0.143813,0.231273,0.401418,0.513316,0.00109099,0.0812496,,0.025189,0.111272,,0.828514,,0.148749,0.00646443,0.000584778,2.28196,0.176972,1.94788,0.0253858,0.0601365,0.449227,0.0977719,1.74901,,,0.174321,0.184751,0.0235943,0.179332,0.401418,,0.105905,0.0890722,0.531827,0.0171537,0.106898,0.183116,1.24492,0.672495,
2-Apr-2004,,0.51511,0.144168,0.233085,0.402825,,0.00110314,0.0813738,,0.0253328,0.111426,,0.829646,0.0153878,0.149175,0.00646686,0.000589465,,0.177243,1.94715,0.025409,,0.449779,0.0986731,1.75169,,,0.174732,0.185034,0.0236245,0.179606,0.402825,,0.10615,0.089983,,0.0171966,0.107329,0.183396,1.24393,0.673523,
5-Apr-2004,,0.514907,0.143849,,0.405233,,0.00111536,0.0821148,,0.0250611,0.110051,,0.819529,0.0155635,,0.00651636,,2.30626,0.178857,,0.0256879,,,0.0978711,1.76764,,,0.176323,0.186719,0.0238154,0.181242,0.405233,,0.105865,0.0894578,0.525034,0.0173678,0.108284,0.185066,1.23602,0.679656,
6-Apr-2004,,0.511795,0.143454,0.235772,0.40411,,0.00112273,0.0821607,,0.0251669,0.110412,,0.822164,0.015533,,0.00644584,,2.30755,0.178957,,0.0256224,,0.443043,0.098169,,,,0.173297,0.186823,0.0238266,0.181343,0.40411,,,0.0890099,0.525205,,0.108429,0.18517,1.24773,0.680036,
